district,mandal,month,year,NDVI_mean,rainfall_mm_per_day,temperature_C,batch_id
Nalgonda,Adavidevulapally,10.0,2024,0.3806,4.0892,0.00,batch_16
Nalgonda,Anumula_Haliya,10.0,2024,0.4190,3.4470,0.00,batch_16
Nalgonda,Chandampet,10.0,2024,0.4002,4.7428,0.00,batch_16
Nalgonda,Chandur,10.0,2024,0.4372,2.9642,0.00,batch_16
Nalgonda,Chinthapally,10.0,2024,0.4121,2.8911,0.00,batch_16
Nalgonda,Chityal,10.0,2024,0.3867,2.3009,0.00,batch_16
Nalgonda,Damaracherla,10.0,2024,0.3979,4.0590,0.00,batch_16
Nalgonda,Devarakonda,10.0,2024,0.3926,3.4485,0.00,batch_16
Nalgonda,Gundlapally,10.0,2024,0.3761,3.8793,0.00,batch_16
Nalgonda,Gurrampode,10.0,2024,0.4019,3.2504,0.00,batch_16
Nalgonda,Kanagal,10.0,2024,0.3916,3.1143,0.00,batch_16
Nalgonda,Kattangur,10.0,2024,0.3885,2.2560,0.00,batch_16
Nalgonda,Kethepally,10.0,2024,0.4324,2.3261,0.00,batch_16
Nalgonda,Kondamallapally,10.0,2024,0.4002,3.7253,0.00,batch_16
Nalgonda,Madugulapally,10.0,2024,0.4309,2.7153,0.00,batch_16
Nalgonda,Marriguda,10.0,2024,0.4120,2.8100,0.00,batch_16
Nalgonda,Miryalaguda,10.0,2024,0.4782,3.5760,0.00,batch_16
Nalgonda,Munugode,10.0,2024,0.4262,2.7364,0.00,batch_16
Nalgonda,Nakrekal,10.0,2024,0.3997,2.3150,0.00,batch_16
Nalgonda,Nalgonda,10.0,2024,0.3785,2.8152,0.00,batch_16
Nalgonda,Nampally,10.0,2024,0.4134,3.0185,0.00,batch_16
Nalgonda,Narketpally,10.0,2024,0.3787,2.2053,0.00,batch_16
Nalgonda,Neredugommu,10.0,2024,0.3680,4.6029,0.00,batch_16
Nalgonda,Nidamanoor,10.0,2024,0.4641,3.6665,0.00,batch_16
Nalgonda,Peda Adisharla Palli,10.0,2024,0.2260,4.8511,0.00,batch_16
Nalgonda,Peddavoora,10.0,2024,0.3830,3.8858,0.00,batch_16
Nalgonda,Shaligouraram,10.0,2024,0.3859,2.0792,0.00,batch_16
Nalgonda,Tipparthy,10.0,2024,0.4120,2.6520,0.00,batch_16
Nalgonda,Tirumalagiri_Sagar,10.0,2024,0.4158,4.0207,0.00,batch_16
Nalgonda,Tripuraram,10.0,2024,0.4808,3.9151,0.00,batch_16
Nalgonda,Vemulapally,10.0,2024,0.4602,2.8742,0.00,batch_16
Nalgonda,Gattuppal,10.0,2024,0.3819,2.7840,0.00,batch_16
Nalgonda,Gudipalli,10.0,2024,0.4060,3.6581,0.00,batch_16
Nalgonda,Adavidevulapally,12.0,2024,0.2478,0.2212,0.00,batch_16
Nalgonda,Anumula_Haliya,12.0,2024,0.1958,0.2426,0.00,batch_16
Nalgonda,Chandampet,12.0,2024,0.2848,0.1842,0.00,batch_16
Nalgonda,Chandur,12.0,2024,0.2838,0.1670,0.00,batch_16
Nalgonda,Chinthapally,12.0,2024,0.2603,0.0882,0.00,batch_16
Nalgonda,Chityal,12.0,2024,0.2268,0.0789,0.00,batch_16
Nalgonda,Damaracherla,12.0,2024,0.1979,0.2397,0.00,batch_16
Nalgonda,Devarakonda,12.0,2024,0.2393,0.0541,0.00,batch_16
Nalgonda,Gundlapally,12.0,2024,0.2258,0.1005,0.00,batch_16
Nalgonda,Gurrampode,12.0,2024,0.2640,0.1759,0.00,batch_16
Nalgonda,Kanagal,12.0,2024,0.1801,0.1440,0.00,batch_16
Nalgonda,Kattangur,12.0,2024,0.1923,0.0000,0.00,batch_16
Nalgonda,Kethepally,12.0,2024,0.1411,0.0483,0.00,batch_16
Nalgonda,Kondamallapally,12.0,2024,0.2465,0.1455,0.00,batch_16
Nalgonda,Madugulapally,12.0,2024,0.1530,0.2265,0.00,batch_16
Nalgonda,Marriguda,12.0,2024,0.2617,0.1756,0.00,batch_16
Nalgonda,Miryalaguda,12.0,2024,0.1638,0.2971,0.00,batch_16
Nalgonda,Munugode,12.0,2024,0.2501,0.1123,0.00,batch_16
Nalgonda,Nakrekal,12.0,2024,0.1764,0.0024,0.00,batch_16
Nalgonda,Nalgonda,12.0,2024,0.1837,0.0122,0.00,batch_16
Nalgonda,Nampally,12.0,2024,0.2764,0.1043,0.00,batch_16
Nalgonda,Narketpally,12.0,2024,0.2034,0.0000,0.00,batch_16
Nalgonda,Neredugommu,12.0,2024,0.2777,0.2085,0.00,batch_16
Nalgonda,Nidamanoor,12.0,2024,0.1651,0.2881,0.00,batch_16
Nalgonda,Peda Adisharla Palli,12.0,2024,0.1389,0.1692,0.00,batch_16
Nalgonda,Peddavoora,12.0,2024,0.2616,0.2049,0.00,batch_16
Nalgonda,Shaligouraram,12.0,2024,0.1790,0.0000,0.00,batch_16
Nalgonda,Tipparthy,12.0,2024,0.1451,0.0713,0.00,batch_16
Nalgonda,Tirumalagiri_Sagar,12.0,2024,0.2407,0.1881,0.00,batch_16
Nalgonda,Tripuraram,12.0,2024,0.1550,0.2952,0.00,batch_16
Nalgonda,Vemulapally,12.0,2024,0.1450,0.2421,0.00,batch_16
Nalgonda,Gattuppal,12.0,2024,0.2386,0.1702,0.00,batch_16
Nalgonda,Gudipalli,12.0,2024,0.2514,0.1963,0.00,batch_16
Narayanpet,Damargidda,10.0,2024,0.4270,2.4089,0.00,batch_16
Narayanpet,Dhanwada,10.0,2024,0.4321,2.3357,0.00,batch_16
Narayanpet,Kosgi,10.0,2024,0.4143,1.7430,0.00,batch_16
Narayanpet,Maddur,10.0,2024,0.4162,2.1982,0.00,batch_16
Narayanpet,Maganoor,10.0,2024,0.3578,2.9118,0.00,batch_16
Narayanpet,Makthal,10.0,2024,0.3630,2.9095,0.00,batch_16
Narayanpet,Marikal,10.0,2024,0.4195,2.5331,0.00,batch_16
Narayanpet,Narayanpet,10.0,2024,0.4161,2.4472,0.00,batch_16
Narayanpet,Narva,10.0,2024,0.4078,2.8832,0.00,batch_16
Narayanpet,Utkoor,10.0,2024,0.3888,2.5193,0.00,batch_16
Narayanpet,Krishna,10.0,2024,0.3932,2.9823,0.00,batch_16
Narayanpet,Gundmal,10.0,2024,0.4231,1.8934,0.00,batch_16
Narayanpet,Kothapalle,10.0,2024,0.4126,2.1327,0.00,batch_16
Narayanpet,Damargidda,12.0,2024,0.2731,0.1252,0.00,batch_16
Narayanpet,Dhanwada,12.0,2024,0.2587,0.1351,0.00,batch_16
Narayanpet,Kosgi,12.0,2024,0.2586,0.1583,0.00,batch_16
Narayanpet,Maddur,12.0,2024,0.2714,0.1553,0.00,batch_16
Narayanpet,Maganoor,12.0,2024,0.2043,0.0737,0.00,batch_16
Narayanpet,Makthal,12.0,2024,0.2188,0.1080,0.00,batch_16
Narayanpet,Marikal,12.0,2024,0.2423,0.0985,0.00,batch_16
Narayanpet,Narayanpet,12.0,2024,0.2690,0.0922,0.00,batch_16
Narayanpet,Narva,12.0,2024,0.2504,0.0954,0.00,batch_16
Narayanpet,Utkoor,12.0,2024,0.2671,0.0711,0.00,batch_16
Narayanpet,Krishna,12.0,2024,0.2134,0.0496,0.00,batch_16
Narayanpet,Gundmal,12.0,2024,0.2563,0.1663,0.00,batch_16
Narayanpet,Kothapalle,12.0,2024,0.2901,0.1436,0.00,batch_16
Nirmal,Basar,10.0,2024,0.1779,1.2823,0.00,batch_16
Nirmal,Bhainsa,10.0,2024,0.2817,1.3396,0.00,batch_16
Nirmal,Dasturabad,10.0,2024,0.4012,0.7759,0.00,batch_16
Nirmal,Dilawarpur,10.0,2024,0.2461,1.3802,0.00,batch_16
Nirmal,Khanapur,10.0,2024,0.3421,1.0087,0.00,batch_16
Nirmal,Kaddampeddur,10.0,2024,0.2378,1.1037,0.00,batch_16
Nirmal,Kubeer,10.0,2024,0.3301,1.3947,0.00,batch_16
Nirmal,Kuntala,10.0,2024,0.3830,1.4210,0.00,batch_16
Nirmal,Laxmanchanda,10.0,2024,0.3346,1.0122,0.00,batch_16
Nirmal,Lokeshwaram,10.0,2024,0.2487,1.2231,0.00,batch_16
Nirmal,Mamda,10.0,2024,0.3439,0.9835,0.00,batch_16
Nirmal,Mudhole,10.0,2024,0.2968,1.1538,0.00,batch_16
Nirmal,Narsapur_G,10.0,2024,0.3763,1.3361,0.00,batch_16
Nirmal,Nirmal,10.0,2024,0.3056,1.3841,0.00,batch_16
Nirmal,Nirmal Rural,10.0,2024,0.3707,1.3012,0.00,batch_16
Nirmal,Pembi,10.0,2024,0.3487,1.2622,0.00,batch_16
Nirmal,Sarangapur,10.0,2024,0.3885,1.5026,0.00,batch_16
Nirmal,Soan,10.0,2024,0.2973,1.1972,0.00,batch_16
Nirmal,Tanoor,10.0,2024,0.3192,1.3048,0.00,batch_16
Nirmal,Basar,12.0,2024,0.3226,0.1582,0.00,batch_16
Nirmal,Bhainsa,12.0,2024,0.2752,0.1590,0.00,batch_16
Nirmal,Dasturabad,12.0,2024,0.2250,0.0243,0.00,batch_16
Nirmal,Dilawarpur,12.0,2024,0.1464,0.0694,0.00,batch_16
Nirmal,Khanapur,12.0,2024,0.2759,0.1583,0.00,batch_16
Nirmal,Kaddampeddur,12.0,2024,0.2999,0.1063,0.00,batch_16
Nirmal,Kubeer,12.0,2024,0.3209,0.0948,0.00,batch_16
Nirmal,Kuntala,12.0,2024,0.2687,0.0251,0.00,batch_16
Nirmal,Laxmanchanda,12.0,2024,0.2379,0.1861,0.00,batch_16
Nirmal,Lokeshwaram,12.0,2024,0.1493,0.0445,0.00,batch_16
Nirmal,Mamda,12.0,2024,0.2930,0.1406,0.00,batch_16
Nirmal,Mudhole,12.0,2024,0.2872,0.1120,0.00,batch_16
Nirmal,Narsapur_G,12.0,2024,0.2380,0.0166,0.00,batch_16
Nirmal,Nirmal,12.0,2024,0.2169,0.1208,0.00,batch_16
Nirmal,Nirmal Rural,12.0,2024,0.2518,0.1148,0.00,batch_16
Nirmal,Pembi,12.0,2024,0.3020,0.1132,0.00,batch_16
Nirmal,Sarangapur,12.0,2024,0.2519,0.0751,0.00,batch_16
Nirmal,Soan,12.0,2024,0.1850,0.1408,0.00,batch_16
Nirmal,Tanoor,12.0,2024,0.3436,0.1063,0.00,batch_16
Nizamabad,Armoor,10.0,2024,0.2744,1.2407,0.00,batch_16
Nizamabad,Balkonda,10.0,2024,0.2068,1.1431,0.00,batch_16
Nizamabad,Bheemgal,10.0,2024,0.0424,1.2376,0.00,batch_16
Nizamabad,Bodhan,10.0,2024,0.2985,1.7393,0.00,batch_16
Nizamabad,Dharpally,10.0,2024,0.3065,1.8168,0.00,batch_16
Nizamabad,Dichpally,10.0,2024,0.3919,1.4825,0.00,batch_16
Nizamabad,Indalwai,10.0,2024,0.4229,1.9281,0.00,batch_16
Nizamabad,Jakranpally,10.0,2024,0.3540,1.2766,0.00,batch_16
Nizamabad,Pothangal,10.0,2024,0.3074,1.9342,0.00,batch_16
Nizamabad,Makloor,10.0,2024,0.3739,1.3273,0.00,batch_16
Nizamabad,Mendora,10.0,2024,0.3496,1.1233,0.00,batch_16
Nizamabad,Morthad,10.0,2024,0.1451,1.0056,0.00,batch_16
Nizamabad,Mugpal,10.0,2024,0.4162,1.6258,0.00,batch_16
Nizamabad,Mupkal,10.0,2024,0.3188,1.1169,0.00,batch_16
Nizamabad,Nandipet,10.0,2024,0.2278,1.2626,0.00,batch_16
Nizamabad,Navipet,10.0,2024,0.3155,1.4725,0.00,batch_16
Nizamabad,Nizamabad Rural,10.0,2024,0.3767,1.6191,0.00,batch_16
Nizamabad,Nizamabad South,10.0,2024,0.2875,1.4952,0.00,batch_16
Nizamabad,Renjal,10.0,2024,0.2888,1.5602,0.00,batch_16
Nizamabad,Rudrur,10.0,2024,0.3354,1.8910,0.00,batch_16
Nizamabad,Sirikonda,10.0,2024,0.0001,1.8044,0.00,batch_16
Nizamabad,Vailpur,10.0,2024,0.2920,1.1769,0.00,batch_16
Nizamabad,Varni,10.0,2024,0.3518,1.7358,0.00,batch_16
Nizamabad,Yedapally,10.0,2024,0.3280,1.7610,0.00,batch_16
Nizamabad,Yergatla,10.0,2024,0.2782,0.9766,0.00,batch_16
Nizamabad,Kammarpally,10.0,2024,0.0104,1.0430,0.00,batch_16
Nizamabad,Mosra,10.0,2024,0.4054,1.7538,0.00,batch_16
Nizamabad,Chandur,10.0,2024,0.3763,1.7545,0.00,batch_16
Nizamabad,Aloor,10.0,2024,0.3333,1.2253,0.00,batch_16
Nizamabad,Donkeshwar,10.0,2024,0.1539,1.3300,0.00,batch_16
Nizamabad,Saloora,10.0,2024,0.2802,1.7438,0.00,batch_16
Nizamabad,Kotagiri,10.0,2024,0.3626,1.8716,0.00,batch_16
Nizamabad,Nizamabad North,10.0,2024,0.2659,1.4744,0.00,batch_16
Nizamabad,Armoor,12.0,2024,0.2167,0.1664,0.00,batch_16
Nizamabad,Balkonda,12.0,2024,0.1499,0.1714,0.00,batch_16
Nizamabad,Bheemgal,12.0,2024,0.2346,0.1522,0.00,batch_16
Nizamabad,Bodhan,12.0,2024,0.1832,0.1742,0.00,batch_16
Nizamabad,Dharpally,12.0,2024,0.2145,0.1305,0.00,batch_16
Nizamabad,Dichpally,12.0,2024,0.1862,0.0689,0.00,batch_16
Nizamabad,Indalwai,12.0,2024,0.2393,0.0982,0.00,batch_16
Nizamabad,Jakranpally,12.0,2024,0.2559,0.0907,0.00,batch_16
Nizamabad,Pothangal,12.0,2024,0.1794,0.1831,0.00,batch_16
Nizamabad,Makloor,12.0,2024,0.1939,0.0028,0.00,batch_16
Nizamabad,Mendora,12.0,2024,0.3004,0.1620,0.00,batch_16
Nizamabad,Morthad,12.0,2024,0.2835,0.1921,0.00,batch_16
Nizamabad,Mugpal,12.0,2024,0.2432,0.0000,0.00,batch_16
Nizamabad,Mupkal,12.0,2024,0.2576,0.1735,0.00,batch_16
Nizamabad,Nandipet,12.0,2024,0.1181,0.0444,0.00,batch_16
Nizamabad,Navipet,12.0,2024,0.1497,0.0603,0.00,batch_16
Nizamabad,Nizamabad Rural,12.0,2024,0.1954,0.0038,0.00,batch_16
Nizamabad,Nizamabad South,12.0,2024,0.1825,0.0000,0.00,batch_16
Nizamabad,Renjal,12.0,2024,0.1900,0.1761,0.00,batch_16
Nizamabad,Rudrur,12.0,2024,0.1533,0.1483,0.00,batch_16
Nizamabad,Sirikonda,12.0,2024,0.2677,0.0735,0.00,batch_16
Nizamabad,Vailpur,12.0,2024,0.2772,0.1775,0.00,batch_16
Nizamabad,Varni,12.0,2024,0.2232,0.0038,0.00,batch_16
Nizamabad,Yedapally,12.0,2024,0.1703,0.1077,0.00,batch_16
Nizamabad,Yergatla,12.0,2024,0.2954,0.1936,0.00,batch_16
Nizamabad,Kammarpally,12.0,2024,0.2944,0.1425,0.00,batch_16
Nizamabad,Mosra,12.0,2024,0.2302,0.0454,0.00,batch_16
Nizamabad,Chandur,12.0,2024,0.1877,0.0000,0.00,batch_16
Nizamabad,Aloor,12.0,2024,0.2023,0.0569,0.00,batch_16
Nizamabad,Donkeshwar,12.0,2024,0.1182,0.1162,0.00,batch_16
Nizamabad,Saloora,12.0,2024,0.2158,0.1848,0.00,batch_16
Nizamabad,Kotagiri,12.0,2024,0.1664,0.1719,0.00,batch_16
Nizamabad,Nizamabad North,12.0,2024,0.1754,0.0000,0.00,batch_16
Peddapalli,Dharmaram,10.0,2024,0.3563,1.1473,0.00,batch_16
Peddapalli,Eligaid,10.0,2024,0.2685,1.5028,0.00,batch_16
Peddapalli,Julapalli,10.0,2024,0.2965,1.2946,0.00,batch_16
Peddapalli,Kamanpur,10.0,2024,0.3416,1.6260,0.00,batch_16
Peddapalli,Manthani,10.0,2024,0.4025,1.6458,0.00,batch_16
Peddapalli,Mutharam_Manthani,10.0,2024,0.3936,1.6732,0.00,batch_16
Peddapalli,Odela,10.0,2024,0.3764,1.6744,0.00,batch_16
Peddapalli,Palakurthy,10.0,2024,0.3859,1.4700,0.00,batch_16
Peddapalli,Peddapalli,10.0,2024,0.2803,1.5643,0.00,batch_16
Peddapalli,Ramagiri,10.0,2024,0.3147,1.6807,0.00,batch_16
Peddapalli,Ramagundam,10.0,2024,0.2770,1.6305,0.00,batch_16
Peddapalli,Srirampur,10.0,2024,0.3680,1.6539,0.00,batch_16
Peddapalli,Sultanabad,10.0,2024,0.2773,1.6620,0.00,batch_16
Peddapalli,Anthergaon,10.0,2024,0.3574,1.3839,0.00,batch_16
Peddapalli,Dharmaram,12.0,2024,0.2344,0.2170,0.00,batch_16
Peddapalli,Eligaid,12.0,2024,0.1570,0.2217,0.00,batch_16
Peddapalli,Julapalli,12.0,2024,0.2125,0.2235,0.00,batch_16
Peddapalli,Kamanpur,12.0,2024,0.1920,0.2315,0.00,batch_16
Peddapalli,Manthani,12.0,2024,0.2416,0.1502,0.00,batch_16
Peddapalli,Mutharam_Manthani,12.0,2024,0.2262,0.2081,0.00,batch_16
Peddapalli,Odela,12.0,2024,0.1853,0.3231,0.00,batch_16
Peddapalli,Palakurthy,12.0,2024,0.2146,0.2238,0.00,batch_16
Peddapalli,Peddapalli,12.0,2024,0.2166,0.2618,0.00,batch_16
Peddapalli,Ramagiri,12.0,2024,0.2280,0.1740,0.00,batch_16
Peddapalli,Ramagundam,12.0,2024,0.2074,0.2062,0.00,batch_16
Peddapalli,Srirampur,12.0,2024,0.2014,0.2920,0.00,batch_16
Peddapalli,Sultanabad,12.0,2024,0.1707,0.2483,0.00,batch_16
Peddapalli,Anthergaon,12.0,2024,0.1975,0.2277,0.00,batch_16
