district,mandal,month,year,NDVI_mean,rainfall_mm_per_day,temperature_C,batch_id
Mahabubabad,Seerole,10.0,2024,0.4218,2.1295,0.00,batch_8
Mahabubabad,Inugurthy,10.0,2024,0.3803,2.4185,0.00,batch_8
Mahabubabad,Bayyaram,12.0,2024,0.3132,0.3395,0.00,batch_8
Mahabubabad,Chinnagudur,12.0,2024,0.2604,0.0497,0.00,batch_8
Mahabubabad,Danthalapalle,12.0,2024,0.2167,0.0706,0.00,batch_8
Mahabubabad,Dornakal,12.0,2024,0.3033,0.2829,0.00,batch_8
Mahabubabad,Gangaram,12.0,2024,0.3542,0.3534,0.00,batch_8
Mahabubabad,Garla,12.0,2024,0.3090,0.3510,0.00,batch_8
Mahabubabad,Gudur,12.0,2024,0.3305,0.1411,0.00,batch_8
Mahabubabad,Kesamudram,12.0,2024,0.2802,0.0789,0.00,batch_8
Mahabubabad,Kothaguda,12.0,2024,0.3180,0.2546,0.00,batch_8
Mahabubabad,Kuravi,12.0,2024,0.3089,0.1868,0.00,batch_8
Mahabubabad,Mahabubabad,12.0,2024,0.2897,0.1094,0.00,batch_8
Mahabubabad,Maripeda,12.0,2024,0.2736,0.1386,0.00,batch_8
Mahabubabad,Narsimhulapet,12.0,2024,0.2589,0.0411,0.00,batch_8
Mahabubabad,Nellikudur,12.0,2024,0.2288,0.0605,0.00,batch_8
Mahabubabad,Peddavangara,12.0,2024,0.2101,0.0114,0.00,batch_8
Mahabubabad,Thorrur,12.0,2024,0.2101,0.0455,0.00,batch_8
Mahabubabad,Seerole,12.0,2024,0.3018,0.2080,0.00,batch_8
Mahabubabad,Inugurthy,12.0,2024,0.2518,0.0211,0.00,batch_8
Mahabubnagar,Addakal,10.0,2024,0.3579,2.8010,0.00,batch_8
Mahabubnagar,Balanagar,10.0,2024,0.3817,2.0707,0.00,batch_8
Mahabubnagar,Bhoothpur,10.0,2024,0.3605,2.1837,0.00,batch_8
Mahabubnagar,Chinna Chinta Kunta,10.0,2024,0.4088,3.0043,0.00,batch_8
Mahabubnagar,Devarkadra,10.0,2024,0.3818,2.3519,0.00,batch_8
Mahabubnagar,Gandeed,10.0,2024,0.4198,1.7712,0.00,batch_8
Mahabubnagar,Koilkonda,10.0,2024,0.3891,2.1707,0.00,batch_8
Mahabubnagar,Hanwada,10.0,2024,0.4082,1.9168,0.00,batch_8
Mahabubnagar,Jadcherla,10.0,2024,0.3788,2.0816,0.00,batch_8
Mahabubnagar,Mahabubnagar_Urban,10.0,2024,0.3741,1.9285,0.00,batch_8
Mahabubnagar,Midjil,10.0,2024,0.4013,2.3797,0.00,batch_8
Mahabubnagar,Moosapet,10.0,2024,0.3650,2.3558,0.00,batch_8
Mahabubnagar,Nawabpet,10.0,2024,0.4017,1.9146,0.00,batch_8
Mahabubnagar,Rajapur,10.0,2024,0.3922,1.9789,0.00,batch_8
Mahabubnagar,Mahabubnagar_Rural,10.0,2024,0.4153,1.9571,0.00,batch_8
Mahabubnagar,Mohammadabad,10.0,2024,0.3925,1.7952,0.00,batch_8
Mahabubnagar,Koukuntla,10.0,2024,0.4017,2.9283,0.00,batch_8
Mahabubnagar,Addakal,12.0,2024,0.1146,0.0984,0.00,batch_8
Mahabubnagar,Balanagar,12.0,2024,0.2164,0.1893,0.00,batch_8
Mahabubnagar,Bhoothpur,12.0,2024,0.1094,0.1189,0.00,batch_8
Mahabubnagar,Chinna Chinta Kunta,12.0,2024,0.2403,0.1004,0.00,batch_8
Mahabubnagar,Devarkadra,12.0,2024,0.1951,0.1129,0.00,batch_8
Mahabubnagar,Gandeed,12.0,2024,0.2403,0.1607,0.00,batch_8
Mahabubnagar,Koilkonda,12.0,2024,0.2352,0.1309,0.00,batch_8
Mahabubnagar,Hanwada,12.0,2024,0.2519,0.1443,0.00,batch_8
Mahabubnagar,Jadcherla,12.0,2024,0.1757,0.1585,0.00,batch_8
Mahabubnagar,Mahabubnagar_Urban,12.0,2024,0.1295,0.1156,0.00,batch_8
Mahabubnagar,Midjil,12.0,2024,0.1903,0.1771,0.00,batch_8
Mahabubnagar,Moosapet,12.0,2024,0.1026,0.0988,0.00,batch_8
Mahabubnagar,Nawabpet,12.0,2024,0.2134,0.1996,0.00,batch_8
Mahabubnagar,Rajapur,12.0,2024,0.2171,0.1751,0.00,batch_8
Mahabubnagar,Mahabubnagar_Rural,12.0,2024,0.1869,0.1072,0.00,batch_8
Mahabubnagar,Mohammadabad,12.0,2024,0.2606,0.1839,0.00,batch_8
Mahabubnagar,Koukuntla,12.0,2024,0.1982,0.1020,0.00,batch_8
Mancherial,Bellampalle,10.0,2024,0.4031,1.2792,0.00,batch_8
Mancherial,Bheemaram,10.0,2024,0.3517,1.4093,0.00,batch_8
Mancherial,Bheemini,10.0,2024,0.4398,1.0104,0.00,batch_8
Mancherial,Chennur,10.0,2024,0.3815,1.1874,0.00,batch_8
Mancherial,Dandepalle,10.0,2024,0.4756,1.1041,0.00,batch_8
Mancherial,Hajipur,10.0,2024,0.3740,1.5717,0.00,batch_8
Mancherial,Jaipur,10.0,2024,0.3763,1.5449,0.00,batch_8
Mancherial,Jannaram,10.0,2024,0.2568,0.9355,0.00,batch_8
Mancherial,Kannepalli,10.0,2024,0.4516,1.0856,0.00,batch_8
Mancherial,Kasipet,10.0,2024,0.3168,1.4944,0.00,batch_8
Mancherial,Luxettipet,10.0,2024,0.4513,1.3263,0.00,batch_8
Mancherial,Mancherial,10.0,2024,0.3356,1.6240,0.00,batch_8
Mancherial,Mandamarri,10.0,2024,0.3479,1.5860,0.00,batch_8
Mancherial,Naspur,10.0,2024,0.3186,1.6201,0.00,batch_8
Mancherial,Nennel,10.0,2024,0.4248,1.3370,0.00,batch_8
Mancherial,Tandur,10.0,2024,0.4497,1.2566,0.00,batch_8
Mancherial,Vemanpalle,10.0,2024,0.3886,1.0356,0.00,batch_8
Mancherial,Kotapalle,10.0,2024,0.3723,0.9994,0.00,batch_8
Mancherial,Bellampalle,12.0,2024,0.3037,0.1041,0.00,batch_8
Mancherial,Bheemaram,12.0,2024,0.3030,0.0987,0.00,batch_8
Mancherial,Bheemini,12.0,2024,0.2704,0.1106,0.00,batch_8
Mancherial,Chennur,12.0,2024,0.2793,0.0829,0.00,batch_8
Mancherial,Dandepalle,12.0,2024,0.2488,0.1116,0.00,batch_8
Mancherial,Hajipur,12.0,2024,0.2646,0.1781,0.00,batch_8
Mancherial,Jaipur,12.0,2024,0.2696,0.0822,0.00,batch_8
Mancherial,Jannaram,12.0,2024,0.3043,0.1179,0.00,batch_8
Mancherial,Kannepalli,12.0,2024,0.2751,0.1502,0.00,batch_8
Mancherial,Kasipet,12.0,2024,0.3391,0.0312,0.00,batch_8
Mancherial,Luxettipet,12.0,2024,0.2166,0.1674,0.00,batch_8
Mancherial,Mancherial,12.0,2024,0.2159,0.1832,0.00,batch_8
Mancherial,Mandamarri,12.0,2024,0.2958,0.0870,0.00,batch_8
Mancherial,Naspur,12.0,2024,0.2245,0.1817,0.00,batch_8
Mancherial,Nennel,12.0,2024,0.3241,0.0664,0.00,batch_8
Mancherial,Tandur,12.0,2024,0.3245,0.0744,0.00,batch_8
Mancherial,Vemanpalle,12.0,2024,0.3168,0.1466,0.00,batch_8
Mancherial,Kotapalle,12.0,2024,0.3170,0.1242,0.00,batch_8
Medak,Alladurg,10.0,2024,0.3888,2.3529,0.00,batch_8
Medak,Havelighanpur,10.0,2024,0.2513,2.1761,0.00,batch_8
Medak,Kowdipally,10.0,2024,0.3452,2.2158,0.00,batch_8
Medak,Kulcharam,10.0,2024,0.3475,2.3593,0.00,batch_8
Medak,Medak,10.0,2024,0.2683,2.2924,0.00,batch_8
Medak,Narsapur,10.0,2024,0.3584,1.9965,0.00,batch_8
Medak,Narsingi,10.0,2024,0.2725,2.1995,0.00,batch_8
Medak,Nizampet,10.0,2024,0.0405,2.1231,0.00,batch_8
Medak,Papannapet,10.0,2024,0.3648,2.3944,0.00,batch_8
Medak,Ramayampet,10.0,2024,0.0710,2.2081,0.00,batch_8
Medak,Regode,10.0,2024,0.4078,2.2971,0.00,batch_8
Medak,Shankarampet_A,10.0,2024,0.3305,2.5196,0.00,batch_8
Medak,Shivampet,10.0,2024,0.3461,1.8367,0.00,batch_8
Medak,Tekmal,10.0,2024,0.3788,2.4635,0.00,batch_8
Medak,Yeldurthy,10.0,2024,0.3126,2.1085,0.00,batch_8
Medak,Toopran,10.0,2024,0.3642,1.9125,0.00,batch_8
Medak,Manoharabad,10.0,2024,0.3460,1.7143,0.00,batch_8
Medak,Chilipched,10.0,2024,0.3735,2.2772,0.00,batch_8
Medak,Shankarampet_R,10.0,2024,0.3103,2.3026,0.00,batch_8
Medak,Chegunta,10.0,2024,0.3673,2.1798,0.00,batch_8
Medak,Masaipet,10.0,2024,0.3423,1.9926,0.00,batch_8
Medak,Alladurg,12.0,2024,0.2712,0.0626,0.00,batch_8
Medak,Havelighanpur,12.0,2024,0.2023,0.0911,0.00,batch_8
Medak,Kowdipally,12.0,2024,0.2076,0.0425,0.00,batch_8
Medak,Kulcharam,12.0,2024,0.1949,0.0689,0.00,batch_8
Medak,Medak,12.0,2024,0.1886,0.0534,0.00,batch_8
Medak,Narsapur,12.0,2024,0.2258,0.1822,0.00,batch_8
Medak,Narsingi,12.0,2024,0.1958,0.0000,0.00,batch_8
Medak,Nizampet,12.0,2024,0.1946,0.0795,0.00,batch_8
Medak,Papannapet,12.0,2024,0.1691,0.0616,0.00,batch_8
Medak,Ramayampet,12.0,2024,0.2197,0.0543,0.00,batch_8
Medak,Regode,12.0,2024,0.2577,0.1059,0.00,batch_8
Medak,Shankarampet_A,12.0,2024,0.1884,0.0010,0.00,batch_8
Medak,Shivampet,12.0,2024,0.2296,0.1423,0.00,batch_8
Medak,Tekmal,12.0,2024,0.2097,0.1072,0.00,batch_8
Medak,Yeldurthy,12.0,2024,0.2070,0.0191,0.00,batch_8
Medak,Toopran,12.0,2024,0.2135,0.1684,0.00,batch_8
Medak,Manoharabad,12.0,2024,0.2301,0.1903,0.00,batch_8
Medak,Chilipched,12.0,2024,0.1701,0.0979,0.00,batch_8
Medak,Shankarampet_R,12.0,2024,0.1885,0.0088,0.00,batch_8
Medak,Chegunta,12.0,2024,0.2121,0.0738,0.00,batch_8
Medak,Masaipet,12.0,2024,0.1858,0.1120,0.00,batch_8
